id,name,year_began,year_ended,notes,url,publisher_id
4075,Siedmioróg,2000,2004,NULL,NULL,8327
4076,Signet,NULL,NULL,NULL,NULL,282
4077,Signet Books,NULL,NULL,NULL,NULL,282
4078,Signet Humor,NULL,NULL,NULL,NULL,282
4079,Silhouette,1955,1960,NULL,NULL,7567
4080,Sillwell Press,NULL,NULL,NULL,NULL,3589
4081,Silver Dragon,2010,NULL,NULL,NULL,7361
4082,Silver Dragon,2011,NULL,NULL,NULL,3197
4083,Silver Griffin,NULL,NULL,NULL,NULL,4700
4084,Silver Phoenix Entertainment,NULL,NULL,NULL,NULL,5146
4085,Silver Snail Comics,NULL,NULL,NULL,NULL,2755
4086,Silver Tongue,1994,1994,NULL,NULL,3679
4087,Silver Wolf,NULL,NULL,NULL,NULL,1802
4088,Silverline,NULL,NULL,NULL,NULL,2737
4089,Silverline Comics,NULL,NULL,NULL,NULL,2737
4090,Silvester,NULL,NULL,NULL,NULL,4835
4091,Simon and Schuster,NULL,NULL,NULL,NULL,659
4092,Simon Pulse,NULL,NULL,NULL,NULL,659
4093,Sin Factory,NULL,NULL,NULL,NULL,977
4094,Sirius,NULL,NULL,Seen on Akiko #1,NULL,828
4095,Sirius Comics,1985,1986,NULL,NULL,499
4096,Sirius Entertainment,2004,NULL,First noticed on Akiko (SIRIUS Entertainment 1996 Series) #52 (February 2004).,NULL,828
4097,Sirius; Exotica,NULL,NULL,NULL,NULL,828
4098,Sirius; Tavicat,NULL,NULL,NULL,NULL,828
4099,Skandinavisk Presse A/S,NULL,NULL,NULL,NULL,1617
4100,Skechers,2011,2011,NULL,NULL,4735
4101,Sky Comics,NULL,NULL,NULL,NULL,777
4102,Sky-Dog,NULL,NULL,NULL,NULL,2474
4103,Sky-Dog Press,NULL,NULL,NULL,NULL,2474
4104,Skywald Comics,NULL,NULL,NULL,NULL,332
4107,Sleeping Giant Comics,NULL,NULL,NULL,NULL,880
4108,Slave Labor,NULL,NULL,NULL,NULL,538
4109,Shogun Studios,2001,2001,NULL,NULL,538
4111,SMC,2006,NULL,NULL,NULL,8556
4112,Smut Peddlers of America,NULL,NULL,NULL,NULL,318
4113,Snokie,NULL,NULL,NULL,NULL,7275
4114,Soft Skull Press,1992,NULL,NULL,NULL,4511
4115,SOL,NULL,NULL,NULL,NULL,5036
4116,soldataksjonen,NULL,NULL,NULL,NULL,5507
4117,Soleil,NULL,NULL,NULL,NULL,5042
4124,Soleil,2008,2011,NULL,NULL,78
4125,Solson Publications,NULL,NULL,NULL,NULL,539
4126,Sombrero,NULL,NULL,NULL,NULL,7095
4127,Sörmlands grafiska AB,NULL,NULL,NULL,NULL,1491
4128,Soulcraft Media,2010,NULL,NULL,NULL,1977
4129,South * Comics,1992,1992,NULL,NULL,3656
4130,South Central Comics,1993,1993,NULL,NULL,3382
4132,SP [Seriepocket],1972,1980,Stiliserat S och P som går ihop i varandra. Sitter på omslagets övre vänstra hörn. Förekommer på pocket nr 1-100.,NULL,1197
4133,Space City,NULL,NULL,NULL,NULL,3670
4134,Space Publications,1990,1990,NULL,NULL,3348
4135,Spacedog,2008,2008,NULL,NULL,709
4136,Sparetime Studios,NULL,NULL,NULL,NULL,4604
4137,Spartacus,NULL,NULL,NULL,NULL,3453
4138,Speakeasy Comics,2005,2006,"Pair of women's eyes with the words ""Speakeasy Comics"" below them in a square.",NULL,2556
4139,Spec Productions,NULL,NULL,Spec Productions typeset vertically on cover near spine.,NULL,8596
4140,Special Studio,NULL,NULL,NULL,NULL,2870
4141,Spectrum,NULL,NULL,NULL,NULL,6018
4142,Speed,NULL,NULL,NULL,NULL,920
4143,Speed; America's Best Comics,NULL,NULL,NULL,NULL,920
4144,Speed; Dark Horse Comics; DC,NULL,NULL,NULL,NULL,920
4145,Speed; DC Comics; Vertigo,NULL,NULL,NULL,NULL,920
4146,Speed; Homage Comics,NULL,NULL,NULL,NULL,920
4147,Speed; Vertigo,NULL,NULL,NULL,NULL,920
4148,Sphinx Comix,1989,1989,NULL,NULL,6549
4150,Spilled Milk,2002,2002,NULL,NULL,3165
4151,Spinner Rack Comics,NULL,NULL,NULL,NULL,6590
4152,Spire,NULL,NULL,NULL,NULL,2127
4154,Splitter,2006,NULL,NULL,http://www.splitter-verlag.eu/,642
4155,Splitter,NULL,NULL,NULL,NULL,829
4156,Splitter; Harris Comics,NULL,NULL,NULL,NULL,829
4157,Splitter; Image,NULL,NULL,NULL,NULL,829
4158,Splitter; Image; Cliffhanger,NULL,NULL,NULL,NULL,829
4159,Splitter; Maximum Press,NULL,NULL,NULL,NULL,829
4160,Splitter; Top Cow; Image,NULL,NULL,NULL,NULL,829
4161,Spoof Comics,1992,1996,NULL,NULL,2758
4162,Spotlight,NULL,NULL,NULL,NULL,3361
4163,Spotlight,NULL,NULL,NULL,NULL,6956
4164,Spotlight Comics,NULL,NULL,NULL,NULL,540
4166,Sprekstrek,NULL,NULL,NULL,NULL,7155
4167,SPX,2000,NULL,NULL,NULL,2989
4168,Square Fish,2008,NULL,NULL,NULL,2996
4169,Squid Works Comics,1995,NULL,NULL,http://www.squidworks.com/,7210
4170,SR Spinner Rack Comics,NULL,NULL,NULL,NULL,6590
4171,SSS,1982,1982,NULL,NULL,7486
4172,SSS Comics,2003,2005,NULL,NULL,7768
4173,ST,NULL,NULL,NULL,NULL,4892
4175,St. Eve Productions,1991,1991,NULL,NULL,3668
4176,St. John,1949,1958,NULL,NULL,220
4177,St. Martin's Griffin,NULL,NULL,NULL,http://us.macmillan.com/splash/publishers/st-martins-press.html,661
4178,St. Martin's Press,NULL,NULL,NULL,NULL,661
4179,Stabburet Nora,NULL,NULL,NULL,NULL,1707
4180,Stabur,1995,1995,NULL,NULL,165
4181,Stampa Alternativa/Nuovi Equilibri,NULL,NULL,NULL,NULL,6046
4182,Stampart,1977,1979,NULL,NULL,2910
4183,Stan Lee Comics,2012,2012,NULL,NULL,71
4185,Standaard Uitgeverij,NULL,NULL,NULL,NULL,4004
4188,Standard Comics,1949,NULL,NULL,NULL,1972
4189,Standard Comics,1955,1958,This is the same brand as used on US Standard comics. H. John Edwards included it on some of its Australian reprints.,NULL,7489
4190,Standard Comics,1953,1955,NULL,NULL,5702
4191,Standard Comics,1948,1950,NULL,NULL,8289
4192,Standard Comics; This Is A King Feature,1950,NULL,"Follows the ""This is a King Features Comic"" brand.",NULL,1972
4193,Standard Comics; This Is A King Features Comic,NULL,NULL,NULL,NULL,1972
4194,Star,NULL,NULL,NULL,NULL,408
4195,Star Comics,1985,1988,Marvel's 1980s line of childrens' comics.March 1988 is the last cover date for the brand; all remaining titles in the line were then transitioned to the Marvel brand.,NULL,78
4196,Star Comics; Marvel,NULL,NULL,NULL,NULL,768
4198,Star Cross,2010,NULL,NULL,NULL,7453
4199,Star Tiger,1995,1995,NULL,NULL,3147
4200,Star*Reach,NULL,NULL,NULL,NULL,338
4202,Starblaze,1981,1988,NULL,NULL,555
4203,Starbridge Media Group,NULL,NULL,NULL,NULL,4599
4204,Starhead,1993,NULL,NULL,NULL,830
4205,Starhead Comics,NULL,NULL,Note that name is Comics not Comix.  Logo is a star with a face in a circle with the words around it.,NULL,830
4206,Starhead Comix,NULL,NULL,NULL,NULL,830
4207,Stars and Stripes Mediterranean,1945,1945,NULL,NULL,38
4208,Statens Edruskapsdirektorat,NULL,NULL,NULL,NULL,1696
4209,Statens helsetilsyn,NULL,NULL,NULL,NULL,7659
4210,Statens Tobakkskaderåd,NULL,NULL,NULL,NULL,1679
4211,Steck-Vaughn,NULL,NULL,NULL,http://steckvaughn.hmhco.com/,3933
4212,SteelDragon Press,NULL,NULL,NULL,NULL,1039
4213,Stenarts,2010,NULL,NULL,NULL,7945
4214,Sterling,NULL,NULL,NULL,NULL,4027
4215,Steven's Stories,NULL,NULL,NULL,NULL,7219
4216,Stinging Monkey,2001,NULL,NULL,NULL,7465
4218,Stone Arch Classic Fiction,1991,9999,NULL,NULL,6653
4219,Storm Lion,2010,NULL,NULL,http://www.stormlion.com/,6258
4220,Story Studios,NULL,NULL,NULL,NULL,4387
4222,Straw Dog,1997,1997,NULL,NULL,3430
4223,Strawberry Jam,NULL,NULL,NULL,NULL,500
4225,Streamline American Comics,1950,NULL,NULL,NULL,6492
4226,Stripgeschenkboek,NULL,NULL,NULL,NULL,7824
4227,Stripschrift,NULL,NULL,NULL,NULL,4836
4228,Stripuitgeverij Daedalus,NULL,NULL,NULL,NULL,4840
4229,STS; Esstess-forlaget AS,NULL,NULL,NULL,NULL,6900
4230,Studio Chikara Comics,1999,1999,NULL,NULL,6315
4231,Studio Epix,1987,NULL,NULL,NULL,678
4232,Studio G,NULL,NULL,NULL,NULL,4053
4233,Süddeutsche Zeitung Bibliothek,NULL,NULL,NULL,NULL,7497
4234,Suhrkamp,2012,NULL,NULL,NULL,8798
4235,Summertime Comics,2004,2004,NULL,NULL,3614
4236,Sun Comic Publishing,NULL,NULL,NULL,NULL,2949
4237,Sunset Strips Pulp,1999,NULL,NULL,NULL,4816
4238,Super Channel,NULL,NULL,NULL,NULL,592
4239,Super Club Classics,1975,1977,NULL,NULL,296
4240,Super Comics Seal of Quality,NULL,NULL,Seen on Doll Man #15,NULL,278
4243,Superaccion Comics Bruguera,NULL,NULL,NULL,NULL,4425
4244,Superior,1948,1956,NULL,NULL,223
4245,Superior Junk,NULL,NULL,NULL,NULL,3675
4246,Superman Comics,1987,1987,A test logo used only on variants for Justice League #3 and The Fury of Firestorm #61.,NULL,54
4249,Supermonge Graphics!,2008,NULL,NULL,NULL,4733
4250,Svart Bälta i Humor!,NULL,NULL,NULL,NULL,678
4251,Svenska brandskyddsföreningen,NULL,NULL,NULL,NULL,1311
4252,Svenska Förlaget,NULL,NULL,NULL,NULL,4889
4253,Svenskt SerieArkiv/Svensk SerieHistoria är ett projekt inom Seriefrämjandet,2003,NULL,NULL,NULL,2051
4254,SW Superhuman Works,NULL,NULL,NULL,NULL,5681
4255,sweatdrop studios,NULL,NULL,NULL,NULL,7194
4256,Swifty Morales Press,2004,2004,NULL,NULL,7414
4257,T,1986,1987,NULL,NULL,3340
4258,T Triumphant,NULL,NULL,NULL,NULL,2542
4259,T&S Twist and Shout Comics,NULL,NULL,NULL,NULL,2981
4260,T. F. produksjon,NULL,NULL,NULL,NULL,1768
4261,T.F.B. Production,NULL,NULL,NULL,NULL,1768
4262,T.H.C. Press,1992,NULL,NULL,NULL,7457
4263,Tago Förlag,NULL,NULL,NULL,NULL,1265
4264,Take 5 Productions,1984,1997,NULL,NULL,7479
4265,Take Twelve Productions,1992,1992,NULL,NULL,6155
4266,Talent Uitgeverij,NULL,NULL,NULL,NULL,4002
4267,Tangent Comics,1997,2009,Actual years of usage: 1997-1998 and 2007-2009.,NULL,54
4268,Tango Unlimited,2009,NULL,NULL,http://www.tangocomics.com/,7577
4269,Tapestry,1996,1997,NULL,NULL,604
4270,Target,1976,1976,Date is a known publication; probably extends both forwards and backwards.,NULL,3624
4271,Target,1987,1987,NULL,NULL,2738
4272,Target,1977,NULL,NULL,NULL,4281
4273,Target Comics,1986,1987,NULL,NULL,2738
4274,Taschen,NULL,NULL,NULL,NULL,994
4275,taschen verlag,NULL,NULL,NULL,NULL,994
4276,Taurus Media,2005,NULL,NULL,NULL,8323
4277,TC,NULL,NULL,NULL,NULL,6973
4278,Tears Like Water,NULL,NULL,NULL,NULL,2643
4279,Tears Like Water Productions,NULL,NULL,NULL,NULL,2643
4280,Tebeos sa; First Comics,NULL,NULL,NULL,NULL,4802
4281,Tegn A/L bum,NULL,NULL,NULL,NULL,1606
4282,Tekno Comix,1995,1996,NULL,NULL,847
4283,Telemark Sommarland,NULL,NULL,NULL,NULL,1674
4284,Tempo,NULL,NULL,NULL,NULL,382
4285,Tempo Books,NULL,NULL,NULL,NULL,382
4286,Tempo Books,NULL,NULL,Brand in use in 1976.  We will someday need to move series and issues from the Tempo Books as publisher because it appears never to have been a standalone publisher but merely this brand of Grosset & Dunlap.,NULL,4281
4287,Tempo Books; DC,1977,1978,NULL,NULL,382
4288,Tempo Books; Harvey World,NULL,NULL,NULL,NULL,382
4289,Tempo Cartoon,NULL,NULL,NULL,NULL,382
4290,Ten-Buck Comics,1986,1989,NULL,NULL,2968
4291,Teshkeel Comics,NULL,NULL,NULL,NULL,3985
4292,Texas Comics; Noble Comics,1983,1983,NULL,NULL,472
4293,Texas Trio,NULL,NULL,NULL,NULL,3171
4294,Th3rdworld Studios,2009,NULL,NULL,NULL,5046
4296,Thaumaturge Productions,1995,1995,NULL,NULL,7345
4297,The 3-D Zone,NULL,NULL,NULL,NULL,547
4300,The Astonish Factory,2004,2004,NULL,NULL,953
4301,The Best Atlas First Class,NULL,NULL,NULL,NULL,8391
4302,The Best Comic a Dime Can Buy,1941,1942,NULL,NULL,114
4303,The Best of Marvel,1980,1980,NULL,NULL,265
4304,The Canadian Fishing Company Limited,1953,1955,NULL,NULL,7407
4305,The Comix Company,2008,NULL,NULL,http://thecomixcompany.ecrater.com/,6814
4306,The Erotic Print Society,NULL,NULL,NULL,NULL,7159
4307,The Greenwood Organization,1978,1978,NULL,NULL,2901
4308,The Hearts Guild,NULL,NULL,NULL,NULL,5972
4309,The Heritage Collection,NULL,NULL,NULL,NULL,5974
4310,The Hyperion Library of Classic American Comic Strips,NULL,NULL,NULL,NULL,5362
4312,The Library of American Comics,2007,NULL,NULL,NULL,1977
4314,The Magazine Of The Sierra Club,NULL,NULL,NULL,NULL,8926
4315,The National Maritime Center,1994,1995,NULL,NULL,856
4316,The River Group,1994,1994,NULL,NULL,3015
4317,The Rouges' Gallery,NULL,NULL,NULL,NULL,6191
4318,The Toy Man,1997,1997,NULL,NULL,3380
4319,The Wanted Comic Group,1948,1948,NULL,NULL,181
4320,The World of Fandom Magazine,1991,1991,NULL,NULL,2860
4321,THENEXTART,2003,NULL,NULL,http://www.thenextart.de/,7230
4322,Theoractus Press,NULL,NULL,NULL,NULL,7741
4323,Think Ink,2008,NULL,NULL,NULL,8730
4325,This Is a Famous Funnies Publication,1946,1956,Box of text with Famous Funnies being larger than the rest.  Also contains a check-mark in the upper left corner.,NULL,51
4326,This Is a King Features Comic,1948,NULL,NULL,NULL,60
4327,This Is A King Features Comic,NULL,NULL,Alone on the cover without the Standard brand.,NULL,1972
4328,This Is a King Features Comic,NULL,NULL,NULL,NULL,8289
4329,This Is a Picture Story Magazine,1950,1952,This brand is used by indicia publisher True Publications Pty. Ltd. Dating is uncertain.,NULL,2023
4331,Thomas Nelson,1798,NULL,The publisher imprint somewhat dates back to 1798 although the modern ownership goes back to March 7 1969.,http://www.thomasnelson.com/,4899
4332,Thoughts & Images,NULL,NULL,NULL,NULL,473
4333,Three Rivers Press,NULL,NULL,NULL,NULL,2216
4334,Thriller Comics Library,NULL,NULL,NULL,NULL,608
4335,Thule-forlag,NULL,NULL,NULL,NULL,1654
4337,Thumbtack,1982,1982,NULL,NULL,78
4338,Thunder Bass Press,NULL,NULL,NULL,NULL,2067
4339,TI Think Ink,2012,NULL,NULL,NULL,8730
4340,Tiden,NULL,NULL,NULL,NULL,1573
4341,Tiden Norsk Forlag,NULL,NULL,NULL,NULL,1573
4342,Tilsner,NULL,NULL,NULL,NULL,920
4347,Timely Comics,1942,1942,NULL,NULL,78
4348,Times Books,1992,NULL,Year started is unknown.  This is the year of the book on hand.,NULL,2216
4349,Timof i cisi wspólnicy,2005,NULL,NULL,NULL,8570
4350,Timor,1954,1954,NULL,NULL,7614
4351,Tintins äventyrsklubb,NULL,NULL,NULL,NULL,1216
4352,Tippy Teen Series,1966,1967,NULL,NULL,302
4353,Titan,NULL,NULL,NULL,NULL,543
4357,TLW Comics,NULL,NULL,NULL,NULL,2643
4358,TM-Semic,NULL,NULL,NULL,NULL,5296
4359,TM-Semic; DC,NULL,NULL,NULL,NULL,5296
4360,TM-Semic; DC; Dark Horse Comics,NULL,NULL,NULL,NULL,5296
4361,TM-Semic; Image,NULL,NULL,NULL,NULL,5296
4362,TM-Semic; Marvel Comics,NULL,NULL,NULL,NULL,5296
4363,TMC,2000,2004,NULL,NULL,6208
4364,Toby Press,NULL,NULL,NULL,NULL,201
4366,Todd McFarlane Productions,1992,NULL,NULL,http://www.spawn.com/,709
4367,Todd Toys,1994,1994,NULL,NULL,709
4368,Tokyopop,2004,NULL,NULL,NULL,5530
4369,TokyoPop,2000,NULL,Tokyopop emblem is a side-view white outline of a circular robot on a red background.,NULL,2210
4370,Tokyopop,NULL,NULL,NULL,NULL,5354
4371,Tokyopop,NULL,NULL,NULL,NULL,4414
4372,Tokyopop Presents; Mang!smo,NULL,NULL,NULL,NULL,3503
4373,Action,2006,NULL,NULL,NULL,2210
4374,Cine-Manga,NULL,NULL,NULL,NULL,2210
4376,Tome Press,NULL,NULL,NULL,NULL,604
4378,Too Hip Gotta Go Graphics,1998,2007,NULL,NULL,1088
4379,Toon Books,NULL,NULL,Formerly part of Raw Junior,http://www.toon-books.com/,4773
4380,toonfish,2010,NULL,NULL,NULL,642
4383,Top Cow Productions,NULL,NULL,NULL,NULL,983
4384,Top Cow,1996,NULL,NULL,http://www.topcow.com/,709
4386,Top Cow Productions; Image,NULL,NULL,NULL,NULL,983
4390,Top Cow World,1999,NULL,The main Top Cow Productions Inc brand.,NULL,983
4392,Top Cow; Image,NULL,NULL,NULL,NULL,5735
4395,Top Cow; Image; Gamix,NULL,NULL,NULL,NULL,5735
4398,Top Cow; Wildstorm,2003,2003,NULL,NULL,1812
4399,Top Cow; Wizard,NULL,NULL,NULL,NULL,3123
4400,Top Dollar Comics,NULL,NULL,NULL,NULL,5121
4402,Top Shelf,NULL,NULL,NULL,NULL,1135
4403,Top Shelf Productions; Knockabout,2009,NULL,NULL,NULL,5159
4404,Top Shelf Productions; [clown head],NULL,NULL,NULL,NULL,5159
4405,Topas,1988,NULL,NULL,NULL,678
4406,Topper,1986,NULL,NULL,NULL,4131
4407,Topps Comics,1993,1998,NULL,NULL,717
4408,Topps Comics,NULL,NULL,NULL,NULL,758
4411,Tor; Dynamite Entertainment,NULL,NULL,NULL,NULL,432
4412,Toutain Editor,NULL,NULL,NULL,NULL,4880
4413,Tower,NULL,NULL,NULL,NULL,302
4414,Tower Action Series,1966,1967,NULL,NULL,302
4415,Tower Comics,1965,1969,NULL,NULL,302
4416,Tower Tippy Teen Series,1966,1967,NULL,NULL,302
4417,TP,NULL,NULL,"This brand the letters ""TP"" in the silhouet of a wigwam/teepee is usually associated with the publisher Thorpe & Porter and may indicate a transitory period in which Thorpe & Porter gradually took over some of Arnold Book Company's titles.",NULL,4515
4418,TP,NULL,NULL,Logo: The two letters in a stylized teepee.,NULL,3349
4419,Tragedy Strikes Press,NULL,NULL,NULL,NULL,2502
4420,Transf:er,NULL,NULL,NULL,NULL,6195
4421,Transfuzion,2011,NULL,NULL,NULL,8958
4422,Treasure Hour Books,NULL,NULL,NULL,NULL,5365
4423,Triad Publications,NULL,NULL,NULL,NULL,574
4424,Triangle Comics; A Fawcett Publication,1949,1950,16 More Pages in Triangle Comics in a triangle plus the words A Fawcett Publication from the original comic.,NULL,2182
4425,Triangle ▲ Comics,2012,NULL,NULL,NULL,7899
4426,Trident Comics,NULL,NULL,NULL,NULL,626
4427,Troche Klniemy,NULL,NULL,NULL,NULL,6942
4428,Troma Comics,NULL,NULL,NULL,NULL,5647
4429,Tromsø Serieteiknarlaug,NULL,NULL,NULL,NULL,7753
4430,Trond J. Stavås,NULL,NULL,NULL,NULL,7700
4431,Trondheimstegnerne presenterer,NULL,NULL,NULL,NULL,7756
4432,Tronsmo Comix,NULL,NULL,NULL,NULL,1596
4433,Troubador Press,NULL,NULL,NULL,NULL,6532
4434,Tru Studios,NULL,NULL,NULL,NULL,2828
4435,True Comics Press Corporation,1945,1945,NULL,NULL,2939
4436,True Love,1955,1955,NULL,NULL,76
4437,True Love Series,1956,1958,NULL,NULL,76
4438,True Love Stories,1954,1955,NULL,NULL,76
4439,Trylvertrell Press,1986,1987,NULL,NULL,3339
4440,TSR,NULL,NULL,NULL,NULL,2564
4441,TSR Comics Module,NULL,NULL,NULL,NULL,2564
4442,TT,NULL,NULL,NULL,NULL,3171
4443,Tundra,NULL,NULL,NULL,NULL,662
4445,Tundra Publishing,NULL,NULL,NULL,NULL,719
4446,Tusk Entertainment,2001,2001,NULL,NULL,6093
4447,Tuttle,NULL,NULL,NULL,NULL,7469
4448,TV Comics,1997,2000,NULL,NULL,7675
4449,TVB presangterer,NULL,NULL,NULL,NULL,7798
4450,TVB Productions,NULL,NULL,NULL,NULL,7798
4451,Tveitans Forlag,NULL,NULL,NULL,NULL,1667
4452,Twenty First Century Comics,2000,2000,NULL,NULL,3565
4453,TWÓJ KOMIKS,2001,2004,NULL,NULL,8321
4454,Type O Comics,2011,NULL,NULL,NULL,8782
4456,U,1997,NULL,NULL,NULL,600
4457,UDE Entertainment,NULL,NULL,NULL,NULL,2742
4458,Udon Comics,2004,2009,NULL,NULL,2066
4459,Udon Comics,NULL,NULL,NULL,http://www.udoncomics.com/blog/,5904
4460,Udon Comics; Capcom,NULL,NULL,NULL,NULL,5904
4461,Ufficio delle pubblicazioni,NULL,NULL,NULL,NULL,1964
4462,UFO United Fanzine Organization,NULL,NULL,UFO above a picture of a flying saucer and the words United Fanzine Organization underneath.,NULL,3689
4466,Bureau Jeugdblad Arend,NULL,NULL,NULL,NULL,5084
4467,Uitgave Hachette,NULL,NULL,NULL,NULL,6917
4471,Adhemar,1999,NULL,NULL,http://www.adhemar.be/,5747
4472,Uitgeverij Amice,NULL,NULL,NULL,NULL,5755
4473,Uitgeverij Archers,NULL,NULL,NULL,NULL,5774
4474,Uitgeverij Archers; Action 22,NULL,NULL,NULL,NULL,5774
4475,Uitgeverij Archers; BD Parade,NULL,NULL,NULL,NULL,5774
4476,Uitgeverij Archers; Collectie Wild West Story,NULL,NULL,NULL,NULL,5774
4477,Uitgeverij Blanco,NULL,NULL,NULL,NULL,4187
4478,De Boemerang,NULL,NULL,NULL,NULL,4033
4479,Uitgeverij de Inktvis,NULL,NULL,NULL,NULL,7714
4481,Uitgeverij De Meulder,NULL,NULL,NULL,NULL,7825
4482,Uitgeverij de Spiegel,1986,1988,NULL,NULL,8326
4483,Uitgeverij den Gulden Engel,NULL,NULL,NULL,NULL,7133
4485,Uitgeverij Dupuis,NULL,NULL,NULL,NULL,3361
4487,Uitgeverij Franka,NULL,NULL,NULL,NULL,5869
4488,Uitgeverij Helmond,NULL,NULL,NULL,NULL,3371
4489,Uitgeverij L,NULL,NULL,NULL,NULL,4911
4490,Uitgeverij M,NULL,NULL,NULL,NULL,4837
4491,Uitgeverij Magic Strip,NULL,NULL,NULL,NULL,7103
4492,Uitgeverij Mustang,NULL,NULL,NULL,NULL,5172
4495,Uitgeverij Nouga,NULL,NULL,NULL,NULL,5704
4496,Uitgeverij Oranje,NULL,NULL,NULL,NULL,4002
4498,Rijperman,NULL,NULL,NULL,NULL,5326
4499,Ploegsma,1965,NULL,NULL,NULL,6969
4500,Uitgeverij Ridderhof,NULL,NULL,NULL,NULL,8794
4501,Uitgeverij Saturnus,NULL,NULL,NULL,NULL,7738
4503,Uitgeverij van Praag,NULL,NULL,NULL,NULL,4839
4504,Uitgeverij Vinci,NULL,NULL,NULL,NULL,4002
4506,Ukebladet Hjemmets Forlag,NULL,NULL,NULL,NULL,1559
4507,Ulstadløkken Forlag,2010,NULL,NULL,NULL,6317
4508,Ultiman BB Big Bang Comics,2006,2006,NULL,NULL,3106
4509,Ultimate,2000,NULL,NULL,NULL,78
4511,Ultimate Creations,NULL,NULL,NULL,NULL,5699
4512,Ultimate Sports Force,NULL,NULL,NULL,NULL,4933
4513,Ultimate Sports Force; McDonalds smile,2002,2002,NULL,NULL,4933
4516,Ultimo Avamposto,NULL,NULL,NULL,NULL,5314
4517,Ultracomics,1993,1993,NULL,NULL,76
4518,Ultraist Studios,NULL,NULL,Logo is an atomic blast with the typeset words Ultraist Studios.,NULL,4724
4519,Ultraverse,1993,1995,NULL,NULL,613
4523,Uncivilized Books,NULL,NULL,Picture of a caveman with a spear walking away.  Sometimes appears with the words Uncivilized Books.,NULL,4269
4524,Underhanded Comics,1998,1998,NULL,NULL,6049
4525,Underwood Books,NULL,NULL,NULL,http://www.underwoodbooks.com/,6888
4526,Ungdomskampanjen mot EU,NULL,NULL,NULL,NULL,7537
4527,Unibook,1971,1971,NULL,NULL,1825
4528,Unicorn Comics,1988,1990,NULL,NULL,6014
4529,Unicorn Comics,NULL,NULL,NULL,NULL,6014
4530,United Feature Approved Newspaper Comics,NULL,NULL,NULL,NULL,64
4531,United Plankton Pictures,2011,NULL,NULL,NULL,7180
4532,Univers Comics Unlimited,2009,NULL,NULL,NULL,7409
4533,Universitetsforlaget,NULL,NULL,NULL,NULL,1625
4534,UP United Publications,1999,NULL,NULL,NULL,6254
4535,Upshot Graphics,NULL,NULL,NULL,NULL,445
4536,Úrad pre publikácie,NULL,NULL,NULL,NULL,1964
4537,Úřad pro publikace,NULL,NULL,NULL,NULL,1964
4538,Urad za publikacije,NULL,NULL,NULL,NULL,1964
4539,Urban Comics,2012,NULL,NULL,http://www.urban-comics.com/,7819
4540,Urban Comics DC Comics,2012,NULL,NULL,NULL,7819
4541,Urban Comics Indies,2013,NULL,NULL,NULL,7819
4542,Urban Comics Vertigo,2012,NULL,NULL,NULL,7819
4543,Ursus Studios,NULL,NULL,NULL,NULL,3309
4545,V,NULL,NULL,NULL,NULL,2520
4546,V,2008,2008,NULL,http://www.versobooks.com/,8891
4549,V Virtual Comics,1996,1996,NULL,NULL,2867
4551,V; Veen/BSO,NULL,NULL,NULL,NULL,7584
4552,Valiant,1990,1994,"The trademark notice after the word Valiant varied between ""TM"" and ""®"".",NULL,303
