id,origin_issue_id,target_issue_id
1923,216015,935431
1924,216017,935431
1925,216019,935431
1926,216021,935431
1927,645016,783568
1928,175323,935110
1932,175315,935110
1933,175314,935110
1936,175308,935110
1937,175307,935110
1938,175306,935110
1939,175305,935110
1941,57035,1138907
1942,334606,1138908
1943,334605,1138908
1944,334604,1138908
1949,305749,1101686
1951,315178,1101686
1952,767788,1101686
1953,772209,1101686
1954,815752,1052404
1955,732991,918112
1956,875757,918111
1957,868027,918111
1958,863653,918111
1959,845983,918111
1960,846989,1139541
1961,381177,945201
1962,381176,945201
1963,374886,945201
1964,374885,945201
1965,365022,945201
1966,352714,945201
1967,381177,1139543
1968,381176,1139543
1969,374886,1139543
1970,374885,1139543
1971,365022,1139543
1972,352714,1139543
1973,531175,945202
1974,531174,945202
1975,381178,945202
1976,531197,945203
1977,531196,945203
1978,531178,945203
1979,531197,1139544
1980,531196,1139544
1981,531178,1139544
1982,531175,1139544
1983,531174,1139544
1984,381178,1139544
1985,407075,945184
1998,365108,935041
1999,706179,225025
2000,706181,225026
2001,706183,225027
2002,706185,225028
2003,706188,225029
2004,1084486,1140843
2007,224728,528322
2008,273673,297613
2013,226958,943331
2015,759014,805596
2016,759013,805596
2017,759012,805596
2022,262578,300787
2023,262579,300787
2024,262580,300787
2025,262581,300787
2026,262582,300787
2027,262583,300787
2028,246215,606029
2029,246214,606029
2030,246213,606029
2031,246212,606029
2032,246211,606029
2033,246210,606029
2034,246209,606028
2035,246208,606028
2036,246207,606028
2037,246206,606028
2038,246205,606028
2051,370008,300785
2052,370007,300785
2053,370006,300785
2054,370005,300785
2055,370004,300785
2056,370003,300785
2057,370002,300785
2058,370001,300785
2059,370000,300785
2060,369999,300785
2061,369998,300785
2062,369997,300785
2063,369996,300785
2064,648712,300785
2065,418723,300785
2068,846965,846792
2076,359831,785584
2077,359832,353160
2078,608544,833409
2079,608546,833411
2080,608547,833412
2081,608548,833413
2082,608549,833414
2083,608550,833415
2084,608551,833416
2085,608552,833417
2086,608553,833418
2087,608554,833419
2088,608555,833420
2089,608556,833421
2090,608557,833422
2091,608558,833423
2098,672078,912610
2100,608559,833424
2101,608560,833425
2102,608561,833426
2103,608565,833427
2104,608562,833428
2105,608563,833429
2106,608564,833430
2107,608566,833431
2108,370713,796358
2109,370713,883961
2110,370711,796358
2111,370712,796358
2112,370712,883961
2117,953346,956946
2118,953347,956946
2119,953345,956946
2120,953344,956946
2123,1156392,814433
2124,608567,833432
2125,608568,833433
2126,608569,833434
2127,608570,833435
2128,543626,818151
2131,797448,1157638
2132,797447,1157638
2133,797446,1157638
2134,797445,1157638
2135,797444,1157638
2136,797443,1157638
2137,852841,817791
2139,105028,781465
2140,105027,781465
2141,105026,781465
2142,105025,781465
2143,105024,781465
2144,105021,781465
2145,799358,894579
2146,847132,894579
2147,799370,894579
2148,799306,894576
2149,799305,894576
2150,1037769,894576
2151,1037768,894576
2152,1037767,894576
2153,799347,894576
2154,799346,894576
2155,799380,894577
2156,814448,894577
2157,748937,894577
2158,766783,894578
2159,798609,894578
2160,608571,833436
2166,623627,1030616
2167,623627,930329
2168,623627,839221
2169,623627,854248
2170,623627,398111
2172,623628,1030616
2173,623628,930330
2174,623628,839222
2175,623628,398112
2177,623629,1030616
2178,623629,930331
2179,623629,839229
2180,623629,398113
2183,623630,1030617
2184,623630,930332
2185,623630,839223
2186,623630,398114
2187,623631,397827
2188,623631,1030617
2189,623631,930333
2190,623631,398115
2192,623632,1030617
2193,623632,839224
2194,623632,398116
2196,623633,839225
2197,623633,398117
2200,623635,398119
2201,623636,397832
2202,623636,839228
2203,623636,398120
2205,623637,398121
2206,623637,813948
2208,623638,398122
2209,623638,813949
2211,623639,398123
2212,608572,833437
2213,608573,833438
2214,608574,833439
2215,586826,586720
2216,586819,586724
2217,608580,833445
2218,608575,833440
2219,608576,833441
2220,608581,833446
2221,608583,833448
2222,608582,833447
2223,608579,833444
2224,608577,833442
2225,608578,833443
2226,586801,586732
2227,586759,586734
2228,586764,586735
2229,586839,586749
2238,235212,754715
2239,271571,754715
2240,373226,754715
2241,396678,754715
2242,512226,754715
2249,610823,942276
2250,592004,942276
2251,610822,942276
2252,610817,942276
2254,94068,93783
2255,608585,833450
2256,608584,833449
2257,608586,833451
2258,608587,833452
2259,1034782,1170903
2260,1034791,1170903
2261,1039351,1170903
2262,1051624,1170903
2263,1079765,1170903
2264,39101,1136757
2265,46120,1136757
2266,807537,854422
2267,807537,1028192
2275,817193,1171131
2276,1171173,760742
2277,1171270,1171173
2278,921358,1171130
2279,690862,1171130
2280,806336,1171130
2281,672078,1145464
2284,769609,1171128
2285,703401,1171128
2286,769609,1171129
2287,703401,1171129
2288,1158688,1171214
2290,789768,1156734
2291,789769,1156734
2292,789770,1156734
2293,789771,1156734
2294,789772,1156734
2295,789773,1156734
2296,789774,1156734
2297,789775,1156734
2298,789776,1156734
2299,789777,1156734
2300,789778,1156734
2301,789779,1156734
2302,789780,1156734
2303,240941,742943
2304,240938,742943
2305,240933,742943
2306,272968,368162
2307,272967,368162
2308,272966,368162
2309,272965,368162
2310,61581,368162
2311,61354,368162
2312,61147,368162
2313,61039,368162
2314,256275,368162
2315,256274,368162
2316,256273,368162
2317,340187,860246
2318,340186,860246
2322,785285,1036607
2325,818493,901467
2326,818493,902869
2327,818493,511991
2333,306798,275564
2334,211530,121010
2335,211529,121009
2336,211545,121014
2339,1177561,626391
2340,1177561,390829
2341,1177561,1177560
2342,250948,699728
2343,304481,121675
2346,1140612,1084436
2347,541520,417069
2348,528176,973573
2349,672080,580413
2350,1140611,930658
2351,1140612,930658
2352,1140613,930658
2353,1140611,1084435
2354,1140613,1084437
2355,327376,1179331
2356,327373,1179344
2357,327375,1179345
2361,610817,952108
2362,610823,952108
2363,610822,952108
2364,592004,952108
2365,1106812,1180409
2366,1106813,1180410
2367,1106814,1180411
2371,1180432,1039632
2372,1180433,1039633
2373,84033,816291
2374,862363,1180911
2375,862353,1181209
2377,862364,1180913
2378,862347,1180588
2379,862369,1181219
2380,862368,1181218
2381,862367,1181217
2383,862361,1180909
2385,862360,1181216
2386,862371,1180917
2387,862359,1181215
2389,862358,1181214
2390,862358,1072870
2391,862357,1181213
2392,862357,1072870
2393,862356,1072870
2394,862356,1181212
2396,862355,1181211
2397,862370,1180916
2398,862366,1180915
2400,862354,1181210
2402,862352,1180593
2404,862351,1180592
2406,862350,1180590
2407,862349,1180589
2408,862348,1180591
2409,894004,1180413
2410,894003,1180413
2411,894002,1180413
2412,894001,1180413
2413,350645,1180413
2414,350644,1180413
2415,350643,1180413
2416,350642,1180413
2417,894126,1180414
2418,894125,1180414
2419,894124,1180414
2420,894123,1180414
2421,893457,1180415
2422,893456,1180415
2423,893455,1180415
2424,893454,1180415
2425,645102,1181240
2426,862356,1180787
2427,862354,1180785
2428,862353,1180784
2429,862350,1180786
2430,862358,1181553
2432,214148,308172
2450,963609,1132377
2459,882429,881704
2460,882415,881687
2461,882416,881688
2462,882428,881703
2463,882418,881692
2464,882423,881698
2465,882226,881686
2466,882427,881702
2467,882421,881696
2468,881420,881701
2469,882426,881701
2470,881420,881700
2471,882425,881700
2472,882420,881695
2473,882417,881689
2474,882417,881690
2475,882422,881697
2476,882419,881694
2477,882418,881691
2478,882419,881693
2480,882424,881699
2486,1186250,859680
2487,44141,537494
2488,44140,537494
2489,44139,537494
2490,44025,537494
2491,44017,537494
2492,44016,537494
2493,44015,537494
2494,43897,537494
2503,575067,1048035
2505,607954,608172
2506,794638,398061
2507,794636,398059
2508,794635,398058
2509,794637,398060
2510,794639,398062
2519,648008,656650
2520,648009,656651
2523,607575,608124
2524,652249,652250
2525,652248,652250
2526,652247,652250
2528,607913,608151
2529,607926,608159
2530,607935,608161
2535,132086,900858
2536,781234,900858
2537,1193093,900858
2538,382955,383028
2539,382956,383028
2543,1194816,383028
2547,607943,921563
2548,607941,921563
2549,607939,921563
2550,608012,921568
2551,608016,921568
2552,608014,921568
2553,607553,608130
2555,607892,608111
2556,17887,1155806
2557,17568,1155806
2558,17773,1155806
2566,607903,608146
2569,608019,921569
2570,608018,921569
2571,608017,921569
2573,608146,922287
2574,608143,922287
2575,608142,922287
2585,256272,351252
2594,761353,814434
2595,761352,814434
2596,761351,814434
2601,814434,1203256
2602,367322,1203236
2603,367323,1203237
2604,367324,1203238
2605,713172,1203239
2606,713173,1203240
2607,713174,1203241
2608,997,1192655
2609,9260,1196782
2610,1137889,1203250
2611,9462,1196782
2612,9405,1196782
2613,1400,1192655
2614,1302,1192655
2615,1216,1192655
2619,823516,1204010
2620,743438,1204010
2621,743437,1204010
2622,278688,1204010
2623,278687,1204010
2624,278686,1204010
2625,278685,1204010
2626,278684,1204010
2627,278683,1204010
2628,550619,1204089
2630,963680,509095
2631,963682,509097
2632,963683,509098
2633,963684,509099
2634,963685,509100
2635,963686,509101
2636,963687,509102
2637,963688,509103
2638,963689,509104
2639,963690,509105
2640,963691,509106
2641,964317,509109
2642,963719,795909
2643,963729,795918
2644,963725,795915
2645,963681,509096
2646,963692,509107
2647,964316,509108
2648,964318,509110
2649,964322,509114
2650,964329,509121
2651,964330,509122
2652,964332,509124
2653,964319,509111
2654,964320,509112
2655,964342,509132
2656,964321,509113
2657,964325,509117
2658,964334,509126
2659,964335,509127
2660,964336,509128
2661,964338,509129
2662,964324,509116
2663,964326,509118
2664,964327,509119
2665,964340,509130
2666,964341,509131
2667,964328,509120
2668,964331,509123
2674,682654,1197282
2675,214170,547134
2678,417612,629853
2679,417615,629856
2680,417613,629854
2681,417614,629855
2682,882682,335722
2683,744479,767656
2684,744481,767656
2685,744480,767656
2690,667529,1174541
2691,862700,1174541
2692,953348,1174541
2693,305407,1174541
2694,816424,1174541
2695,742425,1174541
2698,1111226,1208198
2699,891860,1208217
2700,88462,1208217
2701,88461,1208217
2702,315714,1208218
2703,88464,1208218
2704,88463,1208218
2705,92527,1208223
2706,88466,1208219
2707,88465,1208219
2708,69264,1208222
2709,88470,1208221
2710,88469,1208221
2711,65865,1208220
2712,88468,1208220
2713,88467,1208220
2714,782159,817776
2716,11464,1192667
2717,9674,1210785
2718,9620,1210785
2719,9742,1210785
2720,9810,1210785
2721,9957,1210785
2722,12415,1210786
2723,11521,1210786
2724,11586,1210786
2725,12286,1210786
2726,1034792,1159461
2727,1027530,1159461
2728,1189752,1198200
2729,1172650,1198200
2730,1161248,1198200
2733,364573,1208128
2741,69265,1207927
2746,748186,1207932
2747,57061,1207924
2748,906689,1212542
2749,853355,1212542
2750,853366,1212542
2751,853362,1212542
2752,853364,1212542
2753,853363,1212542
2754,853365,1212542
2755,853360,1212542
2756,853332,1212542
2757,853369,1212542
2758,853359,1212542
2762,853364,1212542
2764,1212868,1213082
2765,511925,1208719
2766,710230,1213009
2770,743204,87909
2771,752844,786391
2772,816869,816431
2786,1142059,1217371
2787,1142058,1217371
2788,1142057,1217371
2789,1142059,1217372
2790,1142058,1217372
2791,1142057,1217372
2792,365081,742450
2794,1224689,1225315
2795,1224689,1224691
2796,1224689,1224693
2797,1224689,1224690
2798,1224689,1224694
2799,1224689,1224695
2835,1226600,1226601
2836,38193,688558
2837,1192731,745718
2838,1192731,760763
2839,11257,1192667
2840,11134,1192667
2841,215916,1218660
2859,276999,768738
2860,277000,768738
2861,768738,811157
2863,716628,1243998
2864,716627,1243998
2865,716626,1243998
2866,716625,1243998
2867,716624,1243998
2868,716623,1243998
2869,716622,1243998
2870,716621,1243998
2871,716620,1243998
2872,716619,1243998
2873,716618,1243998
2874,716617,1243998
2875,716616,1243998
2876,716615,1243998
2877,716614,1243998
2878,716613,1243998
2884,1185953,1245204
2886,339936,407725
2887,339935,407725
2888,339934,407725
2889,339933,407725
2890,356987,816881
2891,356987,365246
2892,1245640,1245674
2893,1245641,1245674
2894,1120335,1245674
2895,1120334,1245674
2896,768738,1245524
2897,339936,1245526
2898,339935,1245526
2899,339934,1245526
2900,339933,1245526
2902,1120335,1245671
2903,1245640,1245684
2904,1245641,1245684
2905,1120335,1245684
2906,1120334,1245684
2907,1120334,1245703
2908,1120335,1245704
2909,1245641,1245705
2910,1245640,1245706
2911,767654,1245625
2912,767653,1245625
2913,767652,1245625
2914,745660,1245625
2915,811193,1206699
2916,1120334,1245670
2917,1245641,1245672
2918,1245640,1245673
2919,1245640,1245685
2920,1245641,1245685
2921,1120335,1245685
2922,1120334,1245685
2924,781319,1035101
2925,781318,1035101
2926,781161,1035101
2927,770911,1035101
2928,755429,1035101
2929,731802,1035101
2930,682362,1035101
2931,782159,612068
2932,1143203,904912
2933,1245800,1245527
2934,1245785,760050
2935,1245785,929777
2936,1245786,760051
2937,1245786,929778
2938,1245787,760052
2939,1245787,929779
2940,1245788,760053
2941,1245788,929780
2942,1245789,902039
2943,1245790,1171048
2944,397583,1215887
2947,1245737,1190026
2948,1245829,1243619
2949,1245830,1243619
2950,1245831,1243619
2951,946780,824910
2952,299571,304959
2953,299567,304959
2954,299568,304959
2955,299569,304959
2956,1052323,899037
2957,1052323,1245990
2959,39127,1245523
2960,37535,1245523
2961,364599,1245523
2962,277397,1245523
2963,672079,1245523
2964,789497,1245523
2965,26351,1245523
2966,277627,1245523
2967,30246,1245523
2968,28392,1245523
2969,277593,1245523
2970,264240,1245523
2971,264239,1245523
2972,276093,1245523
2973,277146,1245523
2974,364597,1245523
2975,277376,1245523
2976,277181,1245523
2977,202443,1245523
2978,202439,1245523
2979,22429,1245523
2980,202437,1245523
2981,277377,1245523
2982,370713,1245523
2983,370712,1245523
2984,370711,1245523
2985,245845,1245982
2986,245845,1245975
2987,245845,1245826
2988,951831,1244764
2994,1083150,951842
2996,53199,1143221
2997,47744,1143221
2998,46772,1143221
2999,46403,1143221
3000,45426,1143221
3001,44623,1143221
3002,44262,1143221
3003,43395,1143221
3004,42667,1143221
3005,42223,1143221
3006,41872,1143221
3007,41565,1143221
3008,41252,1143221
3009,40823,1143221
3010,40468,1143221
3011,40151,1143221
3012,39622,1143221
3013,39127,1143221
3014,38815,1143221
3015,38093,1143221
3016,37535,1143221
3017,37081,1143221
3018,36471,1143221
3019,36225,1143221
3020,35922,1143221
3021,35684,1143221
3022,35444,1143221
3023,35225,1143221
3024,164330,101407
3042,384919,743164
3043,384918,743164
3044,384917,743164
3045,384916,743164
3046,384965,743164
3047,384964,743164
3048,384963,743164
3049,384958,743164
3050,384957,743164
3051,384956,743164
3052,384955,743164
3053,384954,743164
3054,384953,743164
3055,384974,744758
3056,384973,744758
3057,384972,744758
3058,384971,744758
3059,384970,744758
3060,384969,744758
3061,384968,744758
3062,384967,744758
3063,384966,744758
3064,951831,1247924
3065,951830,1247924
3066,708623,785605
3076,785285,1036608
3077,1036246,647553
3082,1028193,743203
3083,733560,743203
3084,1083163,1217400
3092,1213029,1245605
3099,165865,1226804
3100,165866,1226804
3101,165867,1226804
3102,1012245,1015414
3103,991078,997665
3106,1012420,1015417
3107,997661,997666
3108,1179796,1188133
3109,165868,1207699
3110,165869,1207699
3111,165870,1207699
3112,1012246,1015416
3116,1214913,1245606
3117,1198781,1226803
3118,1109077,1118566
3119,1120615,1132722
3120,1085825,1099244
3121,1190128,1207700
3122,1179015,1188132
3124,1041619,1091993
3125,1041617,1091992
3126,1172934,1179061
3127,1049493,1091994
3128,165692,1052640
3129,1190129,1207701
3130,1140995,1139853
3131,1158734,1165548
3132,1149108,1165547
3135,1095210,1099243
3136,1188131,1207673
3137,1179797,1190127
3138,1132720,1136970
3141,1142306,1158735
3145,1049494,1091995
3149,1121404,1132724
3150,1107178,1115769
3154,1121403,1132723
3155,1012238,878068
3159,1095211,1108199
3160,1109076,1118565
3164,1012347,955819
3166,1012343,906471
3167,941670,968239
3168,1012345,955817
3171,946665,968240
3172,946666,955821
3173,1012346,955818
3174,978882,968246
3175,968440,968241
3176,968446,968244
3177,167090,1115768
3181,1012342,955820
3182,1012250,906467
3188,165691,955816
3189,543109,1118567
3190,543110,1118567
3191,371817,1252416
3192,371818,1252416
3195,371821,1252416
3196,953900,1252416
3197,756161,1252417
3198,371927,1252417
3199,371928,1252417
3200,371820,1252416
3203,697768,1252420
3204,697767,1252420
3205,873398,1252420
3206,734163,1252423
3207,734162,1252423
3208,277971,1252423
3209,277972,1252423
3210,782163,1252414
3211,968751,1252414
3212,740212,1252414
3213,806727,1252414
3214,277626,1252414
3215,789493,1252414
3216,789489,1252414
3217,789488,1252414
3223,1259589,1173054
3224,1259589,770725
3225,1259589,776576
3228,564975,1030659
3236,272337,977182
3242,1245747,956951
3243,751553,956951
3244,751554,956951
3245,751555,956951
3246,751556,956951
3247,751557,956951
3249,1260629,956951
3254,1251247,768708
3257,1251249,768711
3258,1251254,769674
3259,1251255,769675
3266,825471,92567
3267,825471,768480
3290,1261177,773203
3291,1261187,773203
3292,1261186,773203
3293,1261185,773203
3294,1261184,773203
3295,1261183,773203
3296,1261182,773203
3297,1261181,773203
3299,1261179,773203
3300,1261178,773203
3301,1261176,773203
3302,1090255,1261946
3308,752795,1261427
3310,1262981,1099501
3311,799762,1263008
3313,356992,1263078
3314,356991,1263078
3315,255875,1263078
3316,356990,1263078
3318,264231,1263075
3319,768738,1263009
3321,1262981,1263048
3326,797227,942633
3327,645968,942630
3328,645967,942630
3329,645966,942630
3330,645965,942630
3331,645964,942630
3332,383051,942630
3333,383050,942630
3334,383049,942630
3335,383048,942630
3338,1263623,768646
3339,1263623,1263624
3340,50569,576185
3341,750225,795324
3342,131934,760940
3343,1263623,581166
3344,131934,1263689
3345,50589,576186
3346,50594,576187
3347,50596,576188
3349,1172430,1266874
3352,1251468,1267632
3353,1192700,1267632
3354,1174468,1267632
3355,1164996,1267632
3356,1245361,1267633
3358,1148193,1267633
3359,1187825,1267633
3362,1145593,1268184
3363,554960,740033
3364,554959,740033
3365,554958,740033
3366,794633,629607
3367,1245320,1273267
3368,1213413,1273267
3369,1207265,1273267
3370,1197834,1273267
3371,1189631,1273267
3372,1180280,1273267
3373,1174393,1273267
3374,1170904,1273267
3375,1161233,1273267
3376,902669,1049009
3377,898411,1049009
3378,888602,1049009
3379,879932,1049009
3380,556207,851128
3381,868361,91660
3382,209335,1267734
3383,209334,1267734
3384,209333,1267734
3385,1182822,1264629
3386,1161231,1264629
3387,1141758,1264629
3388,1137600,1264629
3389,1129368,1264629
3390,1129333,1264629
3391,33983,1279671
3393,2937,1037107
3394,2898,1037107
3395,2829,1037107
3396,2769,1037107
3397,2939,1037107
3398,2831,1037107
3399,2268,740775
3400,2374,740775
3401,2326,740775
3402,2266,740775
3403,2210,740775
3404,2163,740775
3405,2100,740775
3406,2039,740775
3407,1984,740775
3408,1912,740775
3411,785619,1267626
3413,165864,1281171
3414,165863,1281171
3415,165862,1281171
3416,1012244,882743
3417,1012244,878072
3418,740502,760471
3419,740502,878037
3420,609389,609785
3421,1284436,1012221
3424,680730,1196690
3425,1284436,1285044
3426,1251604,1281177
3427,1207702,1281182
3428,1012222,1285045
3429,1012223,1285046
3430,1012224,1285047
3431,675642,1196687
3432,202447,1287594
3433,371672,1287594
3434,202446,1287594
3435,22429,1287591
3436,202437,1287591
3437,134379,1287591
3438,21552,1287591
3439,21551,1287591
3440,202444,1287593
3441,202445,1287593
3442,202443,1287593
3443,202442,1287593
3444,202441,1287592
3445,202440,1287592
3446,202439,1287592
3447,202438,1287592
3449,1148272,1148282
3450,1148273,1148283
3451,1148271,1148281
3452,1141181,1287992
3453,1288089,874705
3454,1288089,759990
3455,1287764,1288095
3456,1287763,1288096
3457,1287794,1288098
3458,1287762,1288097
3459,1287764,1288131
3460,1287763,1288132
3461,1287794,1288134
3462,1287762,1288133
3464,1284162,1281180
3465,351607,878060
3466,1288639,766891
3467,1288638,766892
3468,1288637,766893
3469,1288639,833055
3472,953346,1289096
3473,977120,1289096
3474,260235,123393
3475,131691,123395
3476,131696,123388
3477,260233,123392
3478,260231,123391
3480,260227,123389
3496,69211,805815
3497,351523,805815
3498,69210,805815
3512,1297293,324708
3513,643091,817952
3514,305408,1296905
3515,1182882,1192566
3516,1174425,1192566
3517,1168372,1192566
3518,212165,904728
3519,1170859,1197933
3520,1161108,1197933
3521,1148098,1197933
3522,1141706,1197933
3523,1137571,1197933
3524,1207250,1252403
3525,1197816,1252403
3526,1189611,1252403
3527,1180265,1252403
3528,1173495,1252403
3529,294080,1297441
3530,339936,1297641
3531,339935,1297641
3532,339934,1297641
3533,339933,1297641
3534,782164,1287591
3536,956943,956844
3537,817056,956844
3538,817057,956844
3539,345703,817055
3540,329755,817055
3541,768763,817055
3542,768855,817055
3543,345240,817055
3544,768861,816846
3545,768862,816846
3546,345241,816846
3547,768762,816846
3548,329753,816846
3549,1184494,1267351
3556,1087261,1243945
3557,601802,1300350
3559,601801,1300349
3561,1300410,1131617
3562,245845,1300466
3563,1172430,1266245
3564,1297653,756970
3565,1297654,756971
3566,1297655,756972
3567,1297656,756973
3568,1297657,756974
3569,1172430,1266246
3570,1252401,1301703
3571,1172430,1301702
3575,565812,1301261
3577,797725,1301297
3578,1301301,398358
3579,945576,1301293
3581,930830,1301277
3582,887241,1301269
3608,21551,1307698
3610,560938,1072646
3612,74506,1309965
3616,1180587,1181173
3617,712895,806688
3618,1273078,1259151
3622,64609,991344
3623,64695,991344
3624,575047,885048
3625,1316816,768834
3626,1316816,768833
3627,1316816,1148293
3628,1316816,768723
3629,1316816,1145456
3630,1317672,824890
3635,1138289,1137541
3636,955872,1314548
3637,1324422,1324423
3638,1034740,1170917
3639,1207325,1325205
3640,1318468,1325418
3641,1307557,1325418
3642,1294543,1325418
3643,1279767,1325418
3644,1326352,899333
3645,1301111,1300550
3646,1325180,1325204
3647,1284570,1325204
3648,1294526,1325204
3649,1309473,1325204
3650,1273218,1325204
3651,575057,1327361
3652,1265446,1328008
3653,1249507,1328008
3654,1236811,1328008
3655,1206034,1328008
3656,1189619,1328008
3657,1180381,1328008
3658,527137,713855
3659,419665,713855
3660,409734,713855
3661,396681,713855
3662,172570,713855
3663,376771,713834
3664,367147,713834
3665,371781,713834
3666,361064,713834
3667,350601,713834
3668,342999,713834
3669,172570,713834
3670,1301652,1330063
3671,671661,757700
3672,666463,757700
3673,642990,757700
3674,623617,757700
3675,590867,757700
3676,575871,757700
3678,535301,382941
3679,305398,1330958
3680,305399,1330959
3681,305400,1330960
3682,305401,1330961
3683,305402,1330962
3684,305403,1330963
3685,305404,1330964
3687,564202,648053
3688,558378,648053
3689,552855,648053
3690,545411,648053
3691,542818,648053
3692,538188,648053
3693,535047,648053
3694,532100,648053
3695,760177,1331318
3696,750772,1331318
3697,730112,1331318
3698,713031,1331318
3699,697677,1331318
3700,682456,1331318
3701,680732,1331318
3702,1025620,1331333
3703,1025619,1331333
3704,1025618,1331333
3706,977133,817692
3707,358895,1331337
3708,358894,1331337
3709,901470,1331334
3710,643378,1331334
3711,1331346,1331340
3712,1267376,1331400
3713,1256108,1331400
3714,1248220,1331400
3715,1245334,1331400
3716,552833,713859
3726,336185,1331582
3727,336184,1331582
3728,336183,1331582
3729,391284,1331629
3731,1331732,765458
3732,845767,765458
3733,1331503,765458
3734,1331501,765458
3735,977138,765458
3736,977135,765458
3737,977134,765458
3738,977133,765458
3739,977132,765458
3740,977131,765458
3741,977127,765458
3742,977127,765458
3743,977126,765458
3744,977125,765458
3745,977124,765458
3746,977123,765458
3747,977122,765458
3748,977121,765458
3749,977120,765458
3750,977119,765458
3751,977118,765458
3752,977117,765458
3753,977116,765458
3754,977115,765458
3755,977114,765458
3756,977111,765458
3757,977110,765458
3758,1051625,1331837
3759,1037959,1331837
3760,1032736,1331837
3761,1015148,1331837
3762,999006,1331837
3763,979841,1331837
3764,977119,612115
3765,977117,612115
3766,977116,612115
3767,977110,612115
3768,977111,612115
3769,1115299,1331902
3770,1115298,1331901
3771,1115298,1331901
3772,1331919,1331879
3773,290024,1331396
3774,214999,1331396
3775,214998,1331396
3776,214995,1331396
3777,214994,1331396
3778,214992,1331396
3779,214990,1331396
3780,214986,1331396
3781,214988,1331396
3782,214989,1331396
3783,1180266,1332013
3784,1174379,1332013
3785,1170866,1332013
3786,1161116,1332013
3787,1148100,1332013
3788,1141707,1332013
3789,1137572,1332013
3790,957538,1331833
3791,952335,1331833
3792,944757,1331833
3793,936461,1331833
3794,930061,1331833
3795,918090,1331833
3797,926338,768448
3798,926339,768449
3799,1280990,1331891
3800,355567,358510
3801,355566,358510
3802,355565,358510
3803,355564,358510
3804,355563,358510
3805,355561,358510
3806,355562,358510
3807,355560,358510
3808,355559,358510
3809,1334711,787714
3810,1334711,1106094
3811,1334711,720171
3812,1334711,1334710
3813,1334711,1334708
3814,1334711,1334709
3815,1334711,1106598
3816,796458,1334721
3817,796457,1334721
3818,796456,1334721
3819,796455,1334721
3820,796454,1334721
3821,796453,1334721
3822,796452,1334721
3823,796451,1334721
3824,796450,1334721
3825,796449,1334721
3826,796448,1334721
3827,796447,1334721
3828,796446,1334721
3829,796445,1334721
3831,259270,259306
3833,276336,1334782
3834,276335,1334782
3835,276334,1334782
3836,276333,1334782
3837,276332,1334782
3838,276331,1334782
3839,259273,259307
3840,264821,259308
3841,1297031,1326348
3842,1265486,1326348
3843,1251433,1326348
3844,1246772,1326348
3845,1335894,742133
3846,1335895,742133
3847,1335895,1335901
3848,1335894,1335901
3849,1335894,1335902
3850,1335895,1335903
3851,1335894,1335928
3852,1335895,1335929
3853,1335894,1335941
3854,1335895,1335941
3855,1334711,1106244
3856,1657608,1265846
3857,1336023,1265846
3858,1279814,1336099
3859,1261753,1336099
3860,1251379,1336099
3861,1246737,1336099
3862,1336181,1336183
3863,1336181,1336182
3869,1289266,1289267
3870,245474,346825
3872,245472,346825
3873,1338529,1338960
3874,1338959,1338960
3875,1338982,1338961
3876,1338982,1331331
3877,1338985,1338961
3878,1338959,383032
3879,1338981,1338961
3880,1338981,1331330
3881,1338983,1331332
3882,1338983,1338961
3883,1338984,1338961
3888,1025618,792411
3889,1025619,792412
3890,1025620,888079
3891,1331932,1339580
3892,1331932,1339581
3893,807400,1339582
3894,1339738,1339740
3895,1339738,791755
3896,1339738,1339038
3897,1339706,1140302
3898,1339739,1339741
3900,1310367,1310374
3901,1339235,1310367
3902,1339234,1310367
3903,1339233,1310367
3904,1339232,1310367
3905,1339230,1310367
3906,1339229,1310367
3907,1339228,1310367
3908,1339227,1310367
3909,1339226,1310367
3910,1339224,1310367
3911,1339223,1310367
3912,1262981,1263013
3913,1262981,1263076
3914,1339726,1339727
3915,1339726,1339710
3916,58724,1339620
3917,941003,1
3918,370507,840961
3919,823596,1339553
3920,1288580,1340836
3921,1279703,1340836
3922,1263446,1340836
3923,1251430,1340836
3924,862347,1111721
3925,862349,1111721
3926,862350,1111722
3927,862348,1111722
3928,862348,1325357
3929,862347,1325357
3930,862350,1325358
3931,862349,1325358
3932,862352,1325359
3933,862351,1325359
3934,862354,1325360
3935,862353,1325360
3936,1339708,1331347
3937,1339708,1339729
3938,1281247,1342476
3939,1263466,1342476
3940,1248254,1342476
3941,1243270,1342476
3943,174936,958018
3944,274664,1048862
3945,226317,1011505
3947,1141307,512221
3948,1141177,766363
3949,1342865,1348588
3950,7,767749
3951,1349146,277564
3952,1352462,1330361
3953,1352462,1348579
3954,1352462,1352465
3955,740212,1343397
3956,1343327,1343397
3957,264241,1343397
3958,385597,1343397
3959,1260749,1343397
3960,1260749,1343397
3961,1352462,1352478
3967,1245993,1353023
3968,530212,1353147
3970,726557,1353205
3971,945960,1353218
3972,726558,1353206
3973,778839,1353222
3974,1324660,1353127
3976,1261712,1353127
3977,99033,823164
3978,76290,823300
3979,1353211,912645
3980,1353210,912645
3981,1353209,912645
3982,1353208,912645
3983,1353207,912645
3984,1353217,912646
3985,1353216,912646
3986,1353215,912646
3987,1353214,912646
3988,1353213,912646
