id,origin_issue_id,target_issue_id
793,1106811,713453
794,1106812,713454
795,1106811,1107958
796,1106810,1107957
797,1106809,1107956
798,1107572,713459
799,1107571,713459
800,1107570,713459
801,1107569,713459
802,1107568,713459
803,1107566,713459
804,1107565,713459
805,1107564,713459
806,1107563,713459
807,1107562,713459
808,1107559,713459
809,1107558,713459
810,1107557,713459
811,1107556,713459
812,705428,1107317
813,645099,1107317
814,645098,1107317
815,645097,1107317
816,645096,1107317
817,739562,1107317
818,721989,1107317
819,705476,1107317
820,691866,1107317
821,681208,1107317
822,1107480,629692
823,1107479,629692
824,1107478,629692
825,1107477,629692
826,1107476,629692
827,1107473,629692
828,1107468,629692
829,1107467,629692
830,1107496,629693
831,1107493,629693
832,1107492,629693
833,1107491,629693
834,1107490,629693
835,1107488,629693
836,1107487,629693
837,1107486,629693
838,1107485,629693
839,1107484,629693
840,1107483,629693
841,1107482,629693
842,1107481,629693
843,1107556,713458
844,1107552,713458
845,1107551,713458
846,1107548,713458
847,1107547,713458
848,1107546,713458
849,1107545,713458
850,1107544,713458
851,1107543,713458
852,1107510,629694
853,1107509,629694
854,1107508,629694
855,1107507,629694
856,1107504,629694
857,1107503,629694
858,1107502,629694
859,1107501,629694
860,1107500,629694
861,1107499,629694
862,1107498,629694
863,1107497,629694
864,1107525,629695
865,1107524,629695
866,1107523,629695
867,1107522,629695
868,1107521,629695
869,1107520,629695
870,1107519,629695
871,1107518,629695
872,1107517,629695
873,1107516,629695
874,1107513,629695
875,1107512,629695
876,1107511,629695
877,1107542,713457
878,1107541,713457
879,1107537,713457
880,1107536,713457
881,1107535,713457
882,1107534,713457
883,1107533,713457
884,1107532,713457
885,1107531,713457
886,1107530,713457
887,1107529,713457
888,1107528,713457
889,1107162,1107907
890,1107161,1107907
891,1107160,1107907
892,1107159,1107907
893,1107158,1107907
894,1107157,1107907
895,1107162,1107230
896,1107161,1107230
897,1107160,1107230
898,1107159,1107230
899,1107158,1107230
900,1107157,1107230
901,1106814,1107224
902,1106813,1107224
903,1106812,1107224
904,1106811,1107224
905,1106810,1107224
906,1106809,1107224
907,1106814,1107955
908,1106813,1107955
909,1106812,1107955
910,1106809,1107955
911,1106810,1107955
912,1106811,1107955
913,1106814,1107954
914,1106813,1107954
915,1106812,1107954
916,1106809,1107954
917,1106810,1107954
918,1106811,1107954
919,1107223,560106
920,1107223,942999
922,1107223,37806
923,1107223,351271
924,741051,1108068
930,703364,1107312
931,703362,1107312
932,671657,1107312
933,1015243,1099308
934,1011420,1099308
935,374552,1108017
936,374551,1108017
937,374550,1108017
938,374549,1108017
939,374548,1108017
940,374547,1108017
943,1106790,1107179
945,1106790,1106882
946,1106790,1106881
947,1107227,1104363
948,1107227,929843
949,1107227,719848
950,1107227,719851
951,1107227,1107228
960,35900,1107321
961,35822,1107321
962,35749,1107321
963,35657,1107321
964,35576,1107321
965,35501,1107321
966,645095,1073044
967,645094,1073044
968,645093,1073044
969,645092,1073044
970,615400,1073044
972,681206,1073044
973,649239,1073044
974,649238,1073044
975,649237,1073044
976,304242,1108002
977,301357,1108002
978,301356,1108002
979,258782,1108002
980,258781,1108002
981,258780,1108002
982,258779,1108002
983,258778,1108002
984,979848,1107319
985,957546,1107319
986,952347,1107319
987,943180,1107319
988,1094680,1107319
989,948078,1107319
990,1027551,1108138
991,1011421,1108138
992,999086,1108138
993,996661,1108138
994,974205,1108138
995,1026235,1108138
996,773592,1108005
997,770959,1108005
998,867884,1108005
999,758926,1108005
1000,730144,1108004
1001,713035,1108004
1002,702652,1108004
1003,682480,1108004
1004,682479,1108004
1005,682478,1108004
1006,681292,1108004
1007,676488,1108004
1008,672454,1108004
1009,648083,1108004
1010,1107226,1104362
1011,1107226,929842
1012,1107226,719847
1013,1107226,719850
1014,1107226,1107228
1015,1107226,356342
1018,997982,1107320
1019,977470,1107320
1020,957558,1107320
1021,951388,1107320
1022,942121,1107320
1023,934799,1107320
1024,1107225,719849
1025,1107225,719846
1026,1107225,929818
1027,1107225,1104361
1028,1107225,1107228
1029,1107225,356342
1030,999084,1099293
1031,941116,1108067
1032,936521,1108067
1033,922465,1108067
1034,905780,1108067
1035,32877,968873
1036,32790,968873
1037,32713,968873
1038,32622,968873
1039,32534,968873
1040,32353,968873
1041,32169,968873
1042,31981,968873
1043,31754,968873
1044,31566,968873
1045,31355,968873
1046,31147,968873
1047,30968,968873
1048,30784,968873
1049,1051679,1108141
1050,1038019,1108141
1051,1036060,1108141
1052,1023592,1108141
1053,916760,1108457
1054,904827,1108457
1055,901367,1108457
1056,894706,1108457
1057,878110,1108457
1058,866182,1108457
1059,58347,1108065
1060,58104,1108065
1061,57955,1108065
1062,57809,1108065
1063,57661,1108065
1064,57514,1108065
1066,1107687,869521
1067,1107686,869521
1068,1107685,869521
1069,1107684,869521
1070,1107683,869521
1071,1107682,869521
1072,1107681,869521
1073,1107680,869521
1074,1107679,869521
1075,1107678,869521
1076,1107677,869521
1077,1107676,869521
1078,1107675,869521
1079,1107670,849356
1080,1107669,849356
1081,1107668,849356
1082,1107667,849356
1083,1107666,849356
1084,1107665,849356
1085,1107664,849356
1086,1107663,849356
1087,1107662,849356
1088,1107661,849356
1089,1107658,849356
1090,1107657,849356
1091,1107656,849356
1092,1107655,823468
1093,1107654,823468
1094,1107653,823468
1095,1107652,823468
1096,1107651,823468
1097,1107650,823468
1098,1107649,823468
1099,1107648,823468
1100,1107647,823468
1101,1107646,823468
1102,1107644,823468
1103,1107643,823468
1104,1107642,807231
1105,1107641,807231
1106,1107640,807231
1107,1107639,807231
1108,1107638,807231
1109,1107637,807231
1110,1107636,807231
1111,1107635,807231
1112,1107634,807231
1113,1107633,807231
1114,1107632,807231
1115,1107631,807231
1116,1107630,807231
1117,1107629,807231
1118,1107628,794392
1119,1107627,794392
1120,1107626,794392
1121,1107625,794392
1122,1107624,794392
1123,1107623,794392
1124,1107622,794392
1125,1107620,794392
1126,1107616,794392
1127,1107615,794392
1128,1107614,794392
1129,1107613,782747
1130,1107612,782747
1131,1107611,782747
1132,1107610,782747
1133,1107609,782747
1134,1107608,782747
1135,1107607,782747
1136,1107606,782747
1137,1107605,782747
1138,1107604,782747
1139,1107603,782747
1140,1107602,782747
1141,1107601,782747
1142,1107598,772066
1143,1107597,772066
1144,1107596,772066
1145,1107595,772066
1146,1107594,772066
1147,1107593,772066
1148,1107592,772066
1149,1107591,772066
1150,1107590,772066
1151,1107589,772066
1152,1107588,772066
1153,1107587,772066
1154,1107586,765120
1155,1107585,765120
1156,1107584,765120
1157,1107583,765120
1158,1107582,765120
1159,1107581,765120
1160,1107580,765120
1161,1107579,765120
1162,1107578,765120
1163,1107574,765120
1164,1107573,765120
1165,1107841,976018
1166,1107840,976018
1167,1107839,976018
1168,1107837,976018
1169,1107836,976018
1170,1107835,976018
1171,1107834,976018
1172,1107833,976018
1173,1107832,976018
1174,1107831,976018
1175,1107860,976019
1176,1107859,976019
1177,1107858,976019
1178,1107857,976019
1179,1107856,976019
1180,1107855,976019
1181,1107854,976019
1182,1107853,976019
1183,1107707,885881
1184,1107706,885881
1185,1107705,885881
1186,1107704,885881
1187,1107696,885881
1188,1107695,885881
1189,1107694,885881
1190,1107693,885881
1191,1107690,885881
1192,1107691,885881
1193,1107689,885881
1194,1107688,885881
1195,1107722,901370
1196,1107721,901370
1197,1107720,901370
1198,1107718,901370
1199,1107717,901370
1200,1107716,901370
1201,1107715,901370
1202,1107712,901370
1203,1107711,901370
1204,1107710,901370
1205,1107709,901370
1206,1107708,901370
1207,1107740,920807
1208,1107738,920807
1209,1107737,920807
1210,1107736,920807
1211,1107734,920807
1212,1107733,920807
1213,1107730,920807
1214,1107727,920807
1215,1107726,920807
1216,1107723,920807
1217,1107757,936546
1218,1107756,936546
1219,1107755,936546
1220,1107753,936546
1221,1107751,936546
1222,1107750,936546
1223,1107749,936546
1224,1107746,936546
1225,1107745,936546
1226,1107744,936546
1227,1107742,936546
1228,1107741,936546
1229,1107775,968147
1230,1107774,968147
1231,1107772,968147
1232,1107771,968147
1233,1107770,968147
1234,1107767,968147
1235,1107766,968147
1236,1107765,968147
1237,1107763,968147
1238,1107762,968147
1239,1107761,968147
1240,1107797,976001
1241,1107796,976001
1242,1107795,976001
1243,1107794,976001
1244,1107793,976001
1245,1107790,976001
1246,1107789,976001
1247,1107788,976001
1248,1107786,976001
1249,1107785,976001
1250,1107783,976001
1251,1107781,976001
1252,1107780,976001
1253,1107779,976001
1254,1107778,976001
1255,1107776,976001
1256,1030941,1109036
1257,1030880,1109036
1258,83935,1109036
1260,50617,1109042
1265,1109888,1109030
1266,94177,712892
1267,70499,712892
1268,70498,712892
1269,1107466,629691
1270,1107465,629691
1271,1107464,629691
1272,1107462,629691
1273,1107461,629691
1274,1107460,629691
1275,1107459,629691
1276,1107458,629691
1277,1107457,629691
1278,1107456,629691
1279,1107455,629691
1280,93553,791386
1281,125699,1109867
1282,125689,1044532
1283,125700,1109869
1284,365223,541475
1285,365223,275747
1286,93555,791391
1288,93552,791384
1289,93555,791390
1290,825564,1111315
1291,825563,1111315
1292,825562,1111315
1293,825561,1111315
1294,825560,1111315
1295,825559,1111315
1296,825558,1111315
1297,825557,1111315
1298,825556,1111315
1299,825555,1111315
1300,825554,1111315
1301,211510,791380
1302,93553,791387
1303,211510,791381
1304,93551,791382
1305,93554,791388
1306,93554,791389
1308,825570,1111316
1310,3392,770867
1311,3017,770867
1312,2577,770867
1313,1037153,1099309
1314,1030299,1099309
1315,132886,354937
1316,132885,354937
1317,132884,354937
1318,132883,354937
1319,132882,354937
1320,117684,354937
1321,1114359,1113025
1331,1016436,1115179
1332,1008493,1115179
1333,1008490,1115179
1334,1008342,1115179
1335,1008338,1115179
1336,948089,1115183
1337,921358,1115249
1338,992120,1115249
1339,990980,1115249
1340,979882,1115249
1341,978950,1115249
1342,354971,1112694
1343,1115297,1115290
1344,50654,1115281
1345,957586,1115253
1346,952399,1115253
1349,1023594,1112693
1350,968130,1112693
1351,954277,1112693
1352,952395,1112693
1353,946717,1112693
1354,943263,1112693
1355,943263,1112693
1356,1039622,1112689
1357,936480,1112689
1358,930459,1112689
1362,371317,1112699
1363,370797,1112699
1364,370801,1112699
1365,792480,1115291
1370,792483,1115292
1371,535160,1112696
1372,394444,1112696
1373,645044,1112696
1375,123996,354971
1376,123995,354971
1377,123994,354971
1378,123993,354971
1379,123992,354971
1398,304828,1116723
1399,304827,1116723
1400,304826,1116723
1401,304825,1116723
1402,359017,134447
1403,359016,134447
1404,359015,134447
1405,359014,134447
1406,359013,134447
1407,29609,716937
1409,358920,134463
1410,358919,134463
1412,358917,134463
1413,358916,134463
1414,358925,134464
1415,358924,134464
1416,358923,134464
1417,358922,134464
1419,358930,134465
1420,358929,134465
1421,358928,134465
1422,358927,134465
1423,358926,134465
1424,358934,134466
1425,358933,134466
1426,358932,134466
1427,358931,134466
1428,358938,134467
1429,358937,134467
1430,358936,134467
1431,358935,134467
1432,358942,134468
1435,358939,134468
1436,358988,134469
1437,358987,134469
1438,358986,134469
1439,358985,134469
1440,358984,134469
1446,358997,134471
1447,358996,134471
1448,358995,134471
1449,358994,134471
1450,359001,134472
1451,359000,134472
1452,358999,134472
1453,358998,134472
1455,273874,1110540
1457,1072961,1099310
1458,1051682,1099310
1468,740680,1119288
1469,728302,1119288
1470,705456,1119288
1471,691782,1119288
1472,691781,1119288
1473,996621,1118314
1475,1039460,1118315
1476,1034768,1118315
1480,798639,906099
1481,798638,906099
1482,798637,906099
1483,798636,906099
1484,772442,906103
1485,772439,906103
1486,772438,906103
1487,807918,807756
1488,807917,807756
1489,807916,807756
1490,807915,807756
1491,797442,996544
1492,797441,996544
1493,797440,996544
1494,797438,996544
1495,797436,996544
1496,797434,996544
1497,906658,1051464
1498,906657,1051464
1499,906656,1051464
1500,906655,1051464
1501,906653,1051464
1502,398779,996545
1503,398778,996545
1504,398777,996545
1505,398776,996545
1506,398771,996545
1507,398779,906339
1508,398778,906339
1509,398777,906339
1510,398776,906339
1511,398775,906339
1512,398774,906338
1513,398773,906338
1514,398772,906338
1515,398771,906338
1516,398770,906338
1517,398769,906338
1518,398768,906338
1521,906660,906114
1522,906659,906114
1523,906658,906114
1524,906657,906114
1525,906656,906114
1526,906655,906114
1527,906654,906114
1528,906653,906114
1529,906668,906115
1530,906667,906115
1531,906666,906115
1532,906665,906115
1533,906664,906115
1534,906663,906115
1535,906662,906115
1536,906661,906115
1537,798616,1052275
1538,798615,1052275
1539,798614,1052275
1540,798613,1052275
1541,798612,1052275
1542,798611,1052275
1543,798610,1052275
1544,339478,630068
1545,339477,630068
1546,339476,630068
1548,906664,1052276
1549,906662,1052276
1550,906661,1052276
1551,906660,1052276
1552,906659,1052276
1553,902855,1052277
1554,902854,1052277
1555,902853,1052277
1556,902852,1052277
1557,902851,1052277
1558,906349,1052278
1559,906348,1052278
1560,906347,1052278
1561,906346,1052278
1562,906345,1052278
1563,797476,1049397
1564,797475,1049397
1565,797474,1049397
1566,797473,1049397
1567,797472,1049397
1568,797471,1049397
1569,904234,1052279
1570,904233,1052279
1571,904232,1052279
1572,904231,1052279
1573,904230,1052279
1574,904229,1052279
1575,904228,1052279
1576,904227,1052279
1577,904226,1052280
1578,904225,1052280
1579,904224,1052280
1580,904223,1052280
1581,904222,1052280
1582,904221,1052280
1583,904220,1052280
1584,904219,1052280
1585,904218,1052280
1586,797481,1049401
1587,797480,1049401
1588,797479,1049401
1589,797478,1049401
1590,797477,1049401
1591,797470,1052281
1592,797469,1052281
1593,797468,1052281
1594,797467,1052281
1595,797466,1052281
1596,797465,1052281
1597,799304,1049396
1598,799303,1049396
1599,799302,1049396
1600,799301,1049396
1601,799300,1049396
1602,799299,1049396
1603,799298,1049396
1604,799297,1090393
1605,799296,1090393
1606,799295,1090393
1607,799294,1090393
1608,799293,1090393
1609,799292,1090393
1610,799291,1090393
1611,799368,1049400
1612,799367,1049400
1613,799366,1049400
1614,799365,1049400
1615,799364,1049400
1616,799363,1049400
1617,799362,1049400
1618,799361,1049400
1619,798635,1049402
1620,798634,1049402
1621,798633,1049402
1622,798632,1049402
1623,798631,1049402
1624,798630,1049402
1625,798629,1049402
1626,798627,1049398
1627,798626,1049398
1628,798625,1049398
1629,798624,1049398
1630,798623,1049398
1631,798622,1049398
1632,798621,1049398
1633,340089,904149
1634,906652,906644
1635,906651,906644
1636,906650,906644
1637,906649,906644
1638,906648,906644
1639,906647,906644
1640,906646,906644
1641,906645,906644
1642,867925,867929
1643,867924,867929
1644,867923,867929
1645,867922,867929
1646,867921,867929
1647,867920,867929
1648,766821,905513
1649,766820,905513
1650,799310,904875
1651,799309,904875
1652,799307,904875
1656,796363,1106215
1657,278687,1120787
1658,278686,1120787
1659,278684,1120787
1660,278683,1120787
1661,278685,1120787
1663,356135,1125310
1664,741201,1125195
1667,976726,765131
1668,27763,361713
1669,30009,361713
1670,25363,361713
1671,31040,361713
1672,860768,1128178
1673,356573,1128162
1674,369946,1128205
1675,356575,1128163
1676,999079,1128024
1677,996655,1128024
1678,1101501,1128997
1680,173557,173575
1681,173558,173576
1682,173559,173577
1683,173556,173574
1684,304608,846795
1685,304607,846795
1686,304606,846795
1687,304605,846795
1688,304604,846795
1689,304603,846795
1690,304602,846795
1691,304601,846795
1692,304600,846795
1693,304599,846795
1694,304598,846795
1695,817786,817787
1696,817785,817787
1697,817784,817787
1698,817783,817787
1699,817782,817787
1700,304604,846790
1701,304603,846790
1702,304602,846790
1703,304601,846790
1704,304600,846790
1705,304599,846790
1706,304598,846790
1715,796458,847445
1716,796457,847445
1717,796456,847445
1718,796455,847445
1719,782005,883952
1720,806507,796263
1721,796450,796263
1722,796451,796263
1723,796452,796263
1724,796453,796263
1725,796454,796263
1726,953346,796359
1727,953345,796359
1728,796445,796359
1729,796446,796359
1730,796447,796359
1731,796448,796359
1732,796449,796359
1733,761418,806506
1734,761417,806506
1735,761416,806506
1736,761415,806506
1737,761414,806506
1738,761413,806506
1739,789491,755733
1740,789490,755733
1741,371915,817880
1742,371916,817880
1743,371917,817880
1744,371918,817880
1745,356806,817880
1746,554600,1029878
1750,1133171,664534
1751,221352,1030721
1752,221353,1030722
1753,221354,1030726
1754,221355,1030728
1755,221356,1030730
1756,221351,1030719
1757,818140,1121001
1758,801709,1046552
1759,801708,1046552
1761,766775,394197
1762,766774,394197
1763,766773,394197
1764,766772,394197
1765,768283,394203
1766,768282,394203
1767,768281,394203
1768,768280,394203
1769,767435,394208
1770,767434,394208
1771,767433,394208
1772,767432,394208
1773,767431,394208
1774,767430,394208
1781,1036096,394211
1782,1036097,394211
1783,1131478,394211
1784,745182,394168
1785,745181,394168
1786,745180,394168
1787,745179,394168
1788,757022,394172
1789,757021,394172
1790,757019,394172
1791,93081,394182
1792,93082,394189
1793,276953,394196
1794,757029,394180
1795,757028,394180
1796,757027,394180
1797,757026,394180
1798,797204,394213
1799,797203,394213
1801,315786,796489
1802,740755,796489
1803,823624,811733
1804,823623,811733
1805,823622,811733
1806,823621,811733
1807,867550,811733
1808,328116,768821
1814,230355,818632
1815,543748,818632
1816,68663,797229
1817,68663,797229
1818,797448,806301
1819,797447,806301
1820,797446,806301
1821,797445,806301
1822,797444,806301
1823,797443,806301
1824,764999,1119603
1825,1104457,1119603
1826,272251,1119603
1827,953347,403141
1828,953344,403141
1829,953345,403141
1830,953346,403141
1831,956106,1087002
1832,901399,1087002
1833,760886,1087002
1834,760885,1087002
1835,806508,805814
1836,805812,805814
1837,912074,1133542
1838,912073,1133542
1839,912072,1133542
1840,912075,1133542
1842,304593,807925
1843,304591,807925
1844,304590,807925
1845,304589,807925
1846,304588,807925
1847,304587,807925
1848,278139,894160
1849,278138,894160
1850,278135,894160
1851,278134,894160
1854,906681,906670
1855,906680,906670
1856,906679,906670
1857,906678,906670
1858,906677,906670
1860,906675,906669
1861,906674,906669
1862,906673,906669
1863,906672,906669
1865,906673,1049403
1866,906674,1049403
1867,906675,1049403
1868,906676,1049403
1869,906677,1049403
1870,906678,1049403
1871,906679,1049403
1872,906680,1049403
1873,906681,1049403
1874,1029135,1129425
1875,1129447,1129425
1876,1129446,1129425
1877,761418,1136891
1878,761417,1136891
1879,761416,1136891
1880,761415,1136891
1881,761414,1136891
1882,761413,1136891
1883,1136890,805814
1884,278134,1136892
1885,278139,1136892
1886,278138,1136892
1887,278135,1136892
1888,360800,807927
1889,1113021,1129426
1890,1129441,1129426
1891,806598,1129431
1892,772447,1129431
1893,772446,1129431
1894,772445,1129431
1895,772444,1129431
1896,1113057,1129432
1897,1097029,1129432
1898,851644,1129432
1899,1106167,1137616
1901,216015,356979
1902,216021,356975
1903,216020,356975
1904,216019,356975
1905,216018,356975
1906,216017,356975
1907,216016,356975
1908,216033,935435
1909,216032,935435
1910,216031,935435
1911,216030,935435
1912,216029,935435
1913,216028,935435
1914,216027,935435
1915,216026,935435
1916,216025,935435
1917,216024,935435
1918,216023,935435
1919,216022,935435
1920,216016,935431
1921,216018,935431
1922,216020,935431
