story_id,artist_id
13,1290
14,1290
15,1290
16,1290
17,1290
18,1290
19,1290
20,1290
21,1290
22,1290
23,1290
24,1290
25,1290
26,1290
27,1290
28,1290
29,1290
30,1290
31,1290
32,1290
33,1290
34,1290
35,1290
36,1290
37,1290
39,1402
39,3160
40,1402
40,3160
41,1402
41,3160
42,1402
42,3160
44,2949
48,2949
49,2949
52,3160
53,3160
54,3160
55,3160
56,3160
57,3160
58,3160
59,3160
61,3160
62,3160
63,3160
64,3160
65,3160
66,3160
67,3160
70,2589
74,2949
76,2949
77,2949
78,2949
79,2949
81,26
81,3160
82,26
82,3160
83,26
83,3160
84,26
84,3160
85,26
85,3160
89,583
89,3160
90,1554
91,1554
95,1435
97,556
98,1396
99,1396
101,1138
102,2973
107,1372
108,2329
109,2852
110,1039
111,1553
112,1039
113,1127
115,1553
116,1553
117,1326
118,1039
122,2852
123,2612
124,1326
127,564
128,2470
129,2470
131,1746
132,2330
133,2330
134,2330
136,1829
138,2437
140,1829
141,2501
142,2501
143,2501
144,2470
145,2470
148,2470
151,1093
157,3228
159,2505
160,2505
161,2505
162,2505
163,2505
164,2505
165,2505
166,2505
167,2505
168,2505
169,2505
170,2505
171,2505
172,2505
173,2505
174,2505
175,2505
176,2505
177,2505
178,2505
179,2505
180,2505
181,2505
182,2505
183,2505
184,2505
185,2505
186,2505
187,2505
188,2505
189,2505
190,2505
191,2505
192,2505
193,2505
194,2505
195,2505
196,2505
197,2505
198,2505
199,2505
200,2505
201,2505
202,2505
203,2505
204,2505
206,2470
207,2501
208,2501
209,2501
210,2501
212,3116
212,1222
213,3116
213,1222
214,3116
214,1222
215,3116
215,1222
216,3116
216,1222
217,3116
217,1222
218,3116
218,1222
219,3116
219,1222
220,3116
220,1222
221,3116
221,1222
222,3116
222,1222
223,3116
223,1222
224,3116
224,1222
227,2470
228,2470
229,2470
230,2470
231,2470
234,2470
235,2470
236,2470
237,2470
238,2470
241,2501
242,2501
243,2501
246,2501
247,2501
248,2501
251,2501
252,2501
253,2501
256,2501
257,2501
258,2501
261,2501
262,2501
263,2501
266,1741
267,1741
268,1741
269,1741
270,1741
271,1741
272,1741
273,1741
274,1741
275,1741
277,519
278,519
279,519
280,519
282,519
284,3101
286,1561
291,469
292,469
293,469
294,469
295,469
296,469
297,469
298,469
299,469
300,469
301,2905
302,2905
304,630
305,2453
306,2453
307,2453
308,2453
309,2453
310,2453
311,2453
312,2453
313,2453
314,2453
315,2453
316,2453
317,2453
318,2453
319,2453
320,2453
321,2453
322,2453
323,2453
324,2453
325,2453
326,2453
327,2453
328,2453
329,2453
330,2453
331,2453
332,2453
333,2453
334,2453
335,2453
336,2453
337,2453
338,2453
339,2453
340,2453
341,2453
342,2453
343,2453
344,2453
345,2453
346,2453
347,2453
348,2453
349,2453
350,2453
351,2453
352,2453
353,2453
354,2453
355,2453
356,2453
358,519
359,630
360,630
361,630
362,630
363,630
364,630
365,630
366,630
367,630
368,630
369,630
370,630
371,630
372,630
373,630
374,630
375,630
376,630
377,630
378,630
379,630
380,630
381,630
382,630
383,630
384,630
386,610
388,678
389,678
390,678
391,678
393,2504
395,1815
396,1815
397,1815
399,1228
403,201
404,2906
405,1629
406,2694
407,2901
408,2694
409,660
410,2307
412,1331
413,1048
414,660
415,2341
416,660
417,1334
418,2694
419,3163
420,3228
421,660
422,2341
423,1334
424,1048
425,2341
426,660
427,3228
428,2901
429,660
430,2341
431,1334
432,2341
433,1630
434,660
435,2901
436,2341
437,660
438,2307
439,3228
440,2694
441,3235
442,2341
443,3099
444,1334
445,3228
446,660
447,2901
448,2341
449,2694
450,817
451,1048
452,1334
453,660
454,1662
455,1114
456,660
457,2307
458,1630
459,3099
460,1334
461,2694
462,1559
463,1630
464,2901
465,660
466,2906
467,2694
468,3099
470,3228
471,489
472,2920
473,3163
474,1662
475,2065
477,1452
480,1856
481,1856
482,1331
483,1331
485,1228
488,1029
489,1029
491,1028
492,1033
493,1560
494,1560
495,1149
496,1348
497,1348
498,84
499,633
500,633
503,2449
504,2449
505,2449
506,2449
509,18
510,18
511,1788
512,1389
513,1389
514,2831
515,2831
516,1028
517,1033
518,1033
519,1033
520,1149
521,1348
522,1348
523,558
524,558
525,18
526,18
529,558
530,558
531,84
533,633
534,633
535,84
536,1348
537,1348
538,1149
539,1389
540,1389
541,1083
542,1083
544,1229
653,1348
654,1348
655,84
656,2831
657,2831
658,1028
659,1033
660,1560
661,1546
662,1788
663,1389
664,1389
665,1543
666,436
667,633
668,633
669,23
670,6
671,18
672,658
673,1348
674,1348
675,1651
676,2100
677,84
678,2831
679,2831
680,1523
681,2100
682,2100
683,2100
684,2100
685,23
686,1028
687,1033
688,1560
689,1560
690,1389
691,1389
692,1083
692,1360
693,1083
694,658
695,1348
696,1348
697,84
698,1523
699,1788
700,1033
701,1033
702,84
703,2831
704,2831
705,2100
706,2261
708,1523
709,1389
710,1389
711,1651
712,2514
713,658
714,558
715,558
716,2831
717,2831
718,2981
719,1696
720,1523
721,1028
722,1033
723,1560
724,1546
725,1788
726,1834
727,558
728,558
729,6
730,18
731,23
732,1560
733,1546
734,1389
735,1389
736,633
737,633
738,658
739,1348
740,1348
741,1083
741,1360
742,1083
743,1523
745,1788
746,1348
747,1348
748,2100
749,2100
750,2100
751,2100
752,1560
753,1546
754,1389
755,1389
756,436
757,633
758,633
760,658
761,1033
762,1033
763,84
764,1788
765,1523
766,1543
767,2514
768,1651
769,2981
770,1696
771,2449
772,2449
773,1560
774,1546
775,1389
776,1389
777,658
778,1348
779,1348
781,6
782,18
783,558
784,558
785,633
786,633
787,23
788,2831
789,2831
790,1083
791,1083
792,84
793,1348
794,1348
795,1651
796,1083
797,1083
798,84
799,2831
800,2831
802,1523
803,2442
804,658
805,1028
806,1033
807,2261
808,23
809,1523
811,1348
812,1348
813,1834
814,1788
815,1560
816,1546
817,658
818,1389
819,1389
820,6
821,18
822,1033
823,1033
824,84
825,2831
826,2831
827,1523
828,1028
829,1033
832,2412
833,2412
834,2412
854,2919
855,2919
883,2216
889,2218
894,2218
905,2218
906,403
907,403
908,403
909,403
910,403
911,403
912,403
917,403
918,403
919,403
920,403
921,403
922,403
923,403
924,403
925,2919
926,2919
927,2919
928,2919
930,2919
932,2919
933,2919
937,2919
938,2919
939,403
940,403
941,403
942,2218
943,2218
945,403
946,403
947,403
948,403
951,403
952,403
953,403
954,1466
955,1466
956,1466
957,403
958,403
959,403
960,1466
961,1466
962,1466
964,2919
965,2919
966,2919
967,2919
968,2919
970,2919
971,403
972,403
973,403
974,1466
975,1466
976,403
977,403
978,403
979,403
980,1466
981,1466
982,1466
986,403
987,403
988,403
989,2978
990,2119
991,2119
992,2119
993,39
994,2119
995,1987
996,2119
997,1457
998,1008
999,1912
1000,1912
1002,2089
1003,2998
1004,774
1005,1612
1006,774
1007,308
1008,2675
1010,1702
1011,2119
1013,548
1015,1702
1016,1987
1017,39
1018,1431
1019,2826
1019,2118
1020,308
1021,1912
1022,1612
1023,1912
1024,2689
1025,1702
1026,2089
1027,1798
1028,1702
1029,2675
1030,2984
1032,3158
1033,2998
1034,774
1036,39
1037,774
1038,1798
1039,1912
1041,1431
1042,39
1043,3081
1044,548
1045,1987
1046,476
1047,1798
1048,2984
1049,1912
1050,1798
1051,2089
1052,2998
1053,774
1054,1612
1055,774
1056,3158
1057,39
1058,2600
1059,3064
1060,2984
1062,1612
1063,1431
1064,39
1065,3081
1066,548
1067,1987
1068,2559
1069,1798
1070,2984
1071,1912
1072,1912
1073,1798
1074,2089
1075,2998
1076,774
1077,3158
1078,2984
1079,2600
1080,3064
1081,2984
1082,3064
1083,94
1086,2762
1087,2884
1088,3055
1089,1348
1090,1348
1091,1560
1092,1546
1093,633
1094,633
1095,1083
